[wt 400K rep3] equilibrating 100 ps at 400.0 K...
[wt 400K rep3] production 100.0 ns (50000000 steps)...
#"Progress (%)","Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
82.0%,41050000,-528233.1117838477,399.09209179835983,715,36:14
82.1%,41100000,-527950.5024382607,400.72617372648125,715,36:02
82.2%,41150000,-529380.3921774775,401.224027782168,715,35:50
82.3%,41200000,-526465.165637814,402.5165740759506,715,35:38
82.4%,41250000,-528215.4341526506,398.33979099656176,715,35:26
82.5%,41300000,-529130.3219355904,399.5748831561954,715,35:14
82.6%,41350000,-526927.4783720742,405.19211644686646,715,35:02
82.7%,41400000,-528336.2213153797,401.3556914619192,715,34:50
82.8%,41450000,-528286.1951889102,398.9920254391824,715,34:38
82.9%,41500000,-530149.6651514932,399.02126767996185,715,34:26
83.0%,41550000,-530098.5617170003,398.4609058814009,715,34:14
83.1%,41600000,-527817.3759805309,397.7304386318626,715,34:02
83.2%,41650000,-527191.7663149834,402.70392558000503,715,33:50
83.3%,41700000,-528197.526258273,401.75203176563826,715,33:37
83.4%,41750000,-527550.7175051928,402.59770166844874,715,33:25
83.5%,41800000,-527647.8023309461,399.7344643443418,715,33:13
83.6%,41850000,-527909.129140059,402.90440174749654,715,33:01
83.7%,41900000,-528711.3494477137,400.29467895041563,715,32:49
83.8%,41950000,-528137.2734168707,401.03743677263054,715,32:37
83.9%,42000000,-528889.8241514033,399.44501031837115,715,32:25
84.0%,42050000,-526885.9318239791,403.43902939288836,715,32:13
84.1%,42100000,-529020.8612117488,400.1358091926238,715,32:01
84.2%,42150000,-528746.0486447848,400.9522613867359,715,31:49
84.3%,42200000,-526979.7478248682,400.82511160992385,715,31:37
84.4%,42250000,-528617.3141982756,399.5462542174457,715,31:25
84.5%,42300000,-528600.0159631297,399.8098759619224,715,31:13
84.6%,42350000,-528479.3360598912,397.6488449298219,715,31:00
84.7%,42400000,-528613.3273915383,403.7873849457982,715,30:48
84.8%,42450000,-527233.8295649039,399.3966085221816,715,30:36
84.9%,42500000,-526799.1917845453,395.20255485763437,715,30:24
85.0%,42550000,-528237.8062414182,401.1147864246252,715,30:12
85.1%,42600000,-527664.2379845311,399.9094762115572,715,30:00
85.2%,42650000,-526402.6630864176,394.6798007395389,715,29:48
85.3%,42700000,-528503.0711702318,401.58298119415224,715,29:36
85.4%,42750000,-524302.5697811544,398.3743812310408,715,29:24
85.5%,42800000,-528924.3543921434,399.17660481806223,715,29:12
85.6%,42850000,-528976.7428383674,403.19223665610855,715,29:00
85.7%,42900000,-528139.7720862203,399.27039096445475,715,28:48
85.8%,42950000,-528029.8230574816,401.96136401443965,715,28:35
85.9%,43000000,-528332.2315554996,395.3208730852178,715,28:23
86.0%,43050000,-527924.8226661282,402.81780350089286,715,28:11
86.1%,43100000,-527491.2342734002,396.4008979596442,715,27:59
86.2%,43150000,-528870.0385519015,400.7570596167005,715,27:47
86.3%,43200000,-527182.540310178,398.1059021344883,715,27:35
86.4%,43250000,-529341.4362735469,398.96548172733395,715,27:23
86.5%,43300000,-528813.9183407263,403.27898209519935,715,27:11
86.6%,43350000,-527180.1446640482,401.7310323041389,715,26:59
86.7%,43400000,-529848.146505923,399.1519010123031,715,26:47
86.8%,43450000,-529924.3429316939,397.9865780915761,715,26:35
86.9%,43500000,-528521.4311580723,400.6248807632443,715,26:22
87.0%,43550000,-528761.2836387423,402.5423818253634,715,26:10
87.1%,43600000,-527711.4931450589,400.75470453690616,715,25:58
87.2%,43650000,-527375.1220470532,404.49854544743926,715,25:46
87.3%,43700000,-528501.5615912592,401.29504815721543,715,25:34
87.4%,43750000,-528893.1075921976,399.990186758675,715,25:22
87.5%,43800000,-529973.5858865073,402.37853205508975,715,25:10
87.6%,43850000,-528435.4673379995,396.37639041053455,715,24:58
87.7%,43900000,-528054.0646741521,401.80210174334877,715,24:46
87.8%,43950000,-528420.5711091287,400.0631206360554,715,24:34
87.9%,44000000,-527941.150480757,404.4327994698478,715,24:22
88.0%,44050000,-528243.1619500583,399.01675377702276,715,24:10
88.1%,44100000,-527926.0432398543,398.79331558153666,715,23:57
88.2%,44150000,-529219.2813463728,402.49486318409674,715,23:45
88.3%,44200000,-528327.1436986243,401.41839546144297,715,23:33
88.4%,44250000,-529656.8935377244,400.19571653489186,715,23:21
88.5%,44300000,-530728.8821407342,402.151659368237,715,23:09
88.6%,44350000,-528935.2662573983,398.89723347746104,715,22:57
88.7%,44400000,-526759.8301636507,402.05603331575514,715,22:45
88.8%,44450000,-527592.1159977242,400.5443910048572,715,22:33
88.9%,44500000,-528188.410606558,405.0697013617242,715,22:21
89.0%,44550000,-528390.2678363426,402.14802862022077,715,22:09
89.1%,44600000,-528865.1312524746,402.78944441503626,715,21:57
89.2%,44650000,-528751.5576234539,400.5642865227029,715,21:45
89.3%,44700000,-526831.7235989277,400.6545645814852,715,21:32
89.4%,44750000,-528057.0565949539,401.85307940806337,715,21:20
89.5%,44800000,-527443.1715965569,401.48205621213316,715,21:08
89.6%,44850000,-530652.179114678,399.8668885186099,715,20:56
89.7%,44900000,-527012.1226736954,402.01707637082404,715,20:44
89.8%,44950000,-527754.5775526171,400.39285633934134,715,20:32
89.9%,45000000,-529725.6945659379,399.9443362989294,715,20:20
90.0%,45050000,-529535.6509880456,399.0640025653963,715,20:08
90.1%,45100000,-528975.4377424098,400.1561217558499,715,19:56
90.2%,45150000,-528610.9704395519,402.4303928747272,715,19:44
90.3%,45200000,-529775.4862701157,398.03380234786846,715,19:32
90.4%,45250000,-528745.2570145275,401.2952198817838,715,19:20
90.5%,45300000,-527648.906247641,398.28231233033165,715,19:08
90.6%,45350000,-527509.8398868269,399.91916638362756,715,18:55
90.7%,45400000,-528185.4594627582,399.93319873406875,715,18:43
90.8%,45450000,-528574.4568759892,398.09788014393894,715,18:31
90.9%,45500000,-529260.8749388726,399.9372955916276,715,18:19
91.0%,45550000,-528968.9558831817,398.183251786483,715,18:07
91.1%,45600000,-527360.9760683575,403.59647628997106,715,17:55
91.2%,45650000,-527704.7663744083,399.2958797968121,715,17:43
91.3%,45700000,-528572.0534884892,401.85261329852074,715,17:31
91.4%,45750000,-528094.707566361,401.0439868383085,715,17:19
91.5%,45800000,-528314.2395341522,399.15020829870093,715,17:07
91.6%,45850000,-528625.7066179034,399.81242729836623,715,16:55
91.7%,45900000,-529138.2074373169,397.70752566803037,715,16:43
91.8%,45950000,-528499.7975187502,401.5497892883011,715,16:30
91.9%,46000000,-527614.1529918574,400.9360947452312,715,16:18
92.0%,46050000,-527164.7454832257,403.0603031234642,715,16:06
92.1%,46100000,-527565.892232147,403.68658262418506,715,15:54
92.2%,46150000,-527831.6476316983,400.3536786056796,715,15:42
92.3%,46200000,-528398.27841115,399.1616893126982,715,15:30
92.4%,46250000,-527192.9409426786,397.7572767286854,715,15:18
92.5%,46300000,-529883.4130692962,398.45553335562005,715,15:06
92.6%,46350000,-526669.2273607282,401.4744022028016,715,14:54
92.7%,46400000,-528210.5015600179,395.12704511172905,715,14:42
92.8%,46450000,-526399.3525730553,401.2200290529339,715,14:30
92.9%,46500000,-527953.2259379304,405.258647451056,715,14:18
93.0%,46550000,-528434.2500440027,399.76071367121597,715,14:05
93.1%,46600000,-528124.3414963749,395.42905956326933,715,13:53
93.2%,46650000,-528545.8391618468,404.1881164920504,715,13:41
93.3%,46700000,-527497.3439429821,402.38302142594773,715,13:29
93.4%,46750000,-529174.6183788404,404.26867984668115,715,13:17
93.5%,46800000,-526788.0813912721,397.44265278741295,715,13:05
93.6%,46850000,-527942.8007134069,402.88992781959394,715,12:53
93.7%,46900000,-528311.7557338164,406.25209861096,715,12:41
93.8%,46950000,-527066.0405795705,404.66293492349905,715,12:29
93.9%,47000000,-527281.9601988029,399.84029574259904,715,12:17
94.0%,47050000,-528957.8443708355,397.37418374880934,715,12:05
94.1%,47100000,-528397.7527778116,400.0407228459282,715,11:53
94.2%,47150000,-527936.5958183408,398.3310330435766,715,11:40
94.3%,47200000,-527009.4026308828,397.0585539922081,715,11:28
94.4%,47250000,-528806.180661324,400.0933932242449,715,11:16
94.5%,47300000,-528949.7003643494,399.3612332611045,715,11:04
94.6%,47350000,-527406.3735668357,399.1160841737644,715,10:52
94.7%,47400000,-527102.234906436,400.9879310327874,715,10:40
94.8%,47450000,-527162.8051870139,402.80651874354504,715,10:28
94.9%,47500000,-528505.1182462778,399.976301600721,715,10:16
95.0%,47550000,-528470.308916165,399.0353981587278,715,10:04
95.1%,47600000,-529068.0459487312,397.7520759274729,715,9:52
95.2%,47650000,-527792.475228875,401.1469725151476,715,9:40
95.3%,47700000,-528714.7497174446,403.6968860982852,715,9:28
95.4%,47750000,-526622.0762826079,401.6614838539629,715,9:15
95.5%,47800000,-525085.1291568712,398.15562866306215,715,9:03
95.6%,47850000,-526297.6501488565,399.06635764519064,715,8:51
95.7%,47900000,-528633.482327281,400.94983271069805,715,8:39
95.8%,47950000,-528522.8067138307,398.6197020429491,715,8:27
95.9%,48000000,-527004.0354768699,402.0565730215413,715,8:15
96.0%,48050000,-527887.0038772607,400.956505436782,715,8:03
96.1%,48100000,-527789.5356232887,399.0185691510309,715,7:51
96.2%,48150000,-529072.6404410228,399.5907063485635,715,7:39
96.3%,48200000,-528613.3255866072,396.1927187186588,715,7:27
96.4%,48250000,-529496.7199378456,398.41272487394207,715,7:15
96.5%,48300000,-526405.1037784251,401.42217340194634,715,7:02
96.6%,48350000,-526188.1370380851,402.46118063662175,715,6:50
96.7%,48400000,-528049.9176400327,401.44111216862564,715,6:38
96.8%,48450000,-526660.3722172249,402.6187992582728,715,6:26
96.9%,48500000,-528740.7202663389,403.3816979191454,715,6:14
97.0%,48550000,-530433.7568279831,402.6246378935963,715,6:02
97.1%,48600000,-528909.74543645,401.23523894327224,715,5:50
97.2%,48650000,-528314.3197449339,398.19932029966304,715,5:38
97.3%,48700000,-528891.1183772977,401.5749101394405,715,5:26
97.4%,48750000,-527605.5381007809,403.7153832875031,715,5:14
97.5%,48800000,-528387.2172409445,401.5212830099573,715,5:02
97.6%,48850000,-528525.1570994165,398.39476739051037,715,4:50
97.7%,48900000,-527110.8414937193,397.61562849188954,715,4:37
97.8%,48950000,-527060.3070863611,397.6638585635107,715,4:25
97.9%,49000000,-527629.8343917886,403.7584616220742,715,4:13
98.0%,49050000,-528045.0650278162,397.4818795852371,715,4:01
98.1%,49100000,-528892.527561279,400.9517952771933,715,3:49
98.2%,49150000,-528405.6440023133,404.36651378647014,715,3:37
98.3%,49200000,-527725.4079845259,399.6643761883796,715,3:25
98.4%,49250000,-528014.5667437403,396.30416796350875,715,3:13
98.5%,49300000,-528658.6731633856,403.4111854807367,715,3:01
98.6%,49350000,-529296.1061664987,403.694678210978,715,2:49
98.7%,49400000,-528895.4796443619,401.5117154982929,715,2:37
98.8%,49450000,-527907.0033968417,400.45636989754445,715,2:25
98.9%,49500000,-528710.9910727795,396.23574798906753,715,2:12
99.0%,49550000,-528384.4422396724,401.66729795720516,715,2:00
99.1%,49600000,-526852.0448173322,402.4575253565243,715,1:48
99.2%,49650000,-528357.310523767,396.8974763471091,715,1:36
99.3%,49700000,-527057.6231988943,398.13278929547346,715,1:24
99.4%,49750000,-526565.3359911023,402.44182482456216,715,1:12
99.5%,49800000,-528632.6696809502,404.2095575310112,715,1:00
99.6%,49850000,-529121.7088884711,398.67585597679494,715,0:48
99.7%,49900000,-528652.2276056386,401.3747283569233,715,0:36
99.8%,49950000,-528646.3530019247,401.7900074273217,715,0:24
99.9%,50000000,-528033.9465509001,400.35802078405044,715,0:12
100.0%,50050000,-527595.1578242485,398.94281408431357,715,0:00
  done in 3.36 h
Wrote data/md/prod_wt_400K_rep3.dcd and data/md/prod_wt_400K_rep3_final.pdb
